Allele1,Allele2,Value
Am-ATC-3_106,Am-ATC-3_105,0.0
Am-ATC-3_106,Am-ATC-3_106,1.0
Am-ATC-3_106,Am-ATC-3_107,0.0
Am-ATC-3_106,Am-ATC-3_108,0.0
Am-ATC-3_106,Am-ATC-3_109,0.0
Am-ATC-3_106,Am-ATC-3_110,0.0
Am-ATC-3_106,Am-ATC-3_111,0.0
Am-ATC-3_106,Am-ATC-3_112,0.0
Am-ATC-3_106,Am-ATC-3_113,0.0
Am-ATC-3_106,Am-ATC-3_114,0.0
Am-ATC-3_106,Am-ATC-3_115,0.0
Am-ATC-3_106,Am-ATC-3_116,0.0
Am-ATC-3_107,Am-ATC-3_101,0.0
Am-ATC-3_107,Am-ATC-3_102,0.0
Am-ATC-3_107,Am-ATC-3_103,0.0
Am-ATC-3_107,Am-ATC-3_104,0.0
Am-ATC-3_107,Am-ATC-3_105,0.0
Am-ATC-3_107,Am-ATC-3_106,0.0
Am-ATC-3_107,Am-ATC-3_107,1.0
Am-ATC-3_107,Am-ATC-3_108,0.0
Am-ATC-3_107,Am-ATC-3_109,0.0
Am-ATC-3_107,Am-ATC-3_110,0.0
Am-ATC-3_107,Am-ATC-3_111,0.0
Am-ATC-3_107,Am-ATC-3_112,0.0
Am-ATC-3_107,Am-ATC-3_113,0.0
Am-ATC-3_107,Am-ATC-3_114,0.0
Am-ATC-3_107,Am-ATC-3_115,0.0
Am-ATC-3_107,Am-ATC-3_116,0.0
Am-ATC-3_108,Am-ATC-3_101,0.0
Am-ATC-3_108,Am-ATC-3_102,0.0
Am-ATC-3_108,Am-ATC-3_103,0.0
Am-ATC-3_108,Am-ATC-3_104,0.0
Am-ATC-3_108,Am-ATC-3_105,0.0
Am-ATC-3_108,Am-ATC-3_106,0.0
Am-ATC-3_108,Am-ATC-3_107,0.0
Am-ATC-3_108,Am-ATC-3_108,1.0
Am-ATC-3_108,Am-ATC-3_109,0.1
Am-ATC-3_108,Am-ATC-3_110,0.0
Am-ATC-3_108,Am-ATC-3_111,0.0
Am-ATC-3_108,Am-ATC-3_112,0.0
Am-ATC-3_108,Am-ATC-3_113,0.0
Am-ATC-3_108,Am-ATC-3_114,0.0
Am-ATC-3_108,Am-ATC-3_115,0.0
Am-ATC-3_108,Am-ATC-3_116,0.0
Am-ATC-3_109,Am-ATC-3_101,0.0
Am-ATC-3_109,Am-ATC-3_102,0.0
Am-ATC-3_109,Am-ATC-3_103,0.0
Am-ATC-3_109,Am-ATC-3_104,0.0
Am-ATC-3_109,Am-ATC-3_105,0.0
Am-ATC-3_109,Am-ATC-3_106,0.0
Am-ATC-3_109,Am-ATC-3_107,0.0
Am-ATC-3_109,Am-ATC-3_108,0.5
Am-ATC-3_109,Am-ATC-3_109,1.0
Am-ATC-3_109,Am-ATC-3_110,0.0
Am-ATC-3_109,Am-ATC-3_111,0.0
Am-ATC-3_109,Am-ATC-3_112,0.0
Am-ATC-3_109,Am-ATC-3_113,0.0
Am-ATC-3_109,Am-ATC-3_114,0.0
Am-ATC-3_109,Am-ATC-3_115,0.0
Am-ATC-3_109,Am-ATC-3_116,0.0
Am-ATC-3_110,Am-ATC-3_101,0.0
Am-ATC-3_110,Am-ATC-3_102,0.0
Am-ATC-3_110,Am-ATC-3_103,0.0
Am-ATC-3_110,Am-ATC-3_104,0.0
Am-ATC-3_110,Am-ATC-3_105,0.0
Am-ATC-3_110,Am-ATC-3_106,0.0
Am-ATC-3_110,Am-ATC-3_107,0.0
Am-ATC-3_110,Am-ATC-3_108,0.0
Am-ATC-3_110,Am-ATC-3_109,0.0
Am-ATC-3_110,Am-ATC-3_110,1.0
Am-ATC-3_110,Am-ATC-3_111,0.1
Am-ATC-3_110,Am-ATC-3_112,0.0
Am-ATC-3_110,Am-ATC-3_113,0.0
Am-ATC-3_110,Am-ATC-3_114,0.0
Am-ATC-3_110,Am-ATC-3_115,0.0
Am-ATC-3_110,Am-ATC-3_116,0.0
Am-ATC-3_111,Am-ATC-3_101,0.0
Am-ATC-3_111,Am-ATC-3_102,0.0
Am-ATC-3_111,Am-ATC-3_103,0.0
Am-ATC-3_111,Am-ATC-3_104,0.0
Am-ATC-3_111,Am-ATC-3_105,0.0
Am-ATC-3_111,Am-ATC-3_106,0.0
Am-ATC-3_111,Am-ATC-3_107,0.0
Am-ATC-3_111,Am-ATC-3_108,0.0
Am-ATC-3_111,Am-ATC-3_109,0.0
Am-ATC-3_111,Am-ATC-3_110,0.5
Am-ATC-3_111,Am-ATC-3_111,1.0
Am-ATC-3_111,Am-ATC-3_112,0.1
Am-ATC-3_111,Am-ATC-3_113,0.0
Am-ATC-3_111,Am-ATC-3_114,0.0
Am-ATC-3_111,Am-ATC-3_115,0.0
Am-ATC-3_111,Am-ATC-3_116,0.0
Am-ATC-3_112,Am-ATC-3_101,0.0
Am-ATC-3_112,Am-ATC-3_102,0.0
Am-ATC-3_112,Am-ATC-3_103,0.0
Am-ATC-3_112,Am-ATC-3_104,0.0
Am-ATC-3_112,Am-ATC-3_105,0.0
Am-ATC-3_112,Am-ATC-3_106,0.0
Am-ATC-3_112,Am-ATC-3_107,0.0
Am-ATC-3_112,Am-ATC-3_108,0.0
Am-ATC-3_112,Am-ATC-3_109,0.0
Am-ATC-3_112,Am-ATC-3_110,0.0
Am-ATC-3_112,Am-ATC-3_111,0.5
Am-ATC-3_112,Am-ATC-3_112,1.0
Am-ATC-3_112,Am-ATC-3_113,0.1
Am-ATC-3_112,Am-ATC-3_114,0.0
Am-ATC-3_112,Am-ATC-3_115,0.0
Am-ATC-3_112,Am-ATC-3_116,0.0
Am-ATC-3_113,Am-ATC-3_101,0.0
Am-ATC-3_113,Am-ATC-3_102,0.0
Am-ATC-3_113,Am-ATC-3_103,0.0
Am-ATC-3_113,Am-ATC-3_104,0.0
Am-ATC-3_113,Am-ATC-3_105,0.0
Am-ATC-3_113,Am-ATC-3_106,0.0
Am-ATC-3_113,Am-ATC-3_107,0.0
Am-ATC-3_113,Am-ATC-3_108,0.0
Am-ATC-3_113,Am-ATC-3_109,0.0
Am-ATC-3_113,Am-ATC-3_110,0.0
Am-ATC-3_113,Am-ATC-3_111,0.0
Am-ATC-3_113,Am-ATC-3_112,0.5
Am-ATC-3_113,Am-ATC-3_113,1.0
Am-ATC-3_113,Am-ATC-3_114,0.1
Am-ATC-3_113,Am-ATC-3_115,0.0
Am-ATC-3_113,Am-ATC-3_116,0.0
Am-ATC-3_114,Am-ATC-3_101,0.0
Am-ATC-3_114,Am-ATC-3_102,0.0
Am-ATC-3_114,Am-ATC-3_103,0.0
Am-ATC-3_114,Am-ATC-3_104,0.0
Am-ATC-3_114,Am-ATC-3_105,0.0
Am-ATC-3_114,Am-ATC-3_106,0.0
Am-ATC-3_114,Am-ATC-3_107,0.0
Am-ATC-3_114,Am-ATC-3_108,0.0
Am-ATC-3_114,Am-ATC-3_109,0.0
Am-ATC-3_114,Am-ATC-3_110,0.0
Am-ATC-3_114,Am-ATC-3_111,0.0
Am-ATC-3_114,Am-ATC-3_112,0.0
Am-ATC-3_114,Am-ATC-3_113,0.5
Am-ATC-3_114,Am-ATC-3_114,1.0
Am-ATC-3_114,Am-ATC-3_115,0.0
Am-ATC-3_114,Am-ATC-3_116,0.0
Am-ATC-3_115,Am-ATC-3_101,0.0
Am-ATC-3_115,Am-ATC-3_102,0.0
Am-ATC-3_115,Am-ATC-3_103,0.0
Am-ATC-3_115,Am-ATC-3_104,0.0
Am-ATC-3_115,Am-ATC-3_105,0.0
Am-ATC-3_115,Am-ATC-3_106,0.0
Am-ATC-3_115,Am-ATC-3_107,0.0
Am-ATC-3_115,Am-ATC-3_108,0.0
Am-ATC-3_115,Am-ATC-3_109,0.0
Am-ATC-3_115,Am-ATC-3_110,0.0
Am-ATC-3_115,Am-ATC-3_111,0.0
Am-ATC-3_115,Am-ATC-3_112,0.0
Am-ATC-3_115,Am-ATC-3_113,0.0
Am-ATC-3_115,Am-ATC-3_114,0.0
Am-ATC-3_115,Am-ATC-3_115,1.0
Am-ATC-3_115,Am-ATC-3_116,0.1
Am-ATC-3_116,Am-ATC-3_101,0.0
Am-ATC-3_116,Am-ATC-3_102,0.0
Am-ATC-3_116,Am-ATC-3_103,0.0
Am-ATC-3_116,Am-ATC-3_104,0.0
Am-ATC-3_116,Am-ATC-3_105,0.0
Am-ATC-3_116,Am-ATC-3_106,0.0
Am-ATC-3_116,Am-ATC-3_107,0.0
Am-ATC-3_116,Am-ATC-3_108,0.0
Am-ATC-3_116,Am-ATC-3_109,0.0
Am-ATC-3_116,Am-ATC-3_110,0.0
Am-ATC-3_116,Am-ATC-3_111,0.0
Am-ATC-3_116,Am-ATC-3_112,0.0
Am-ATC-3_116,Am-ATC-3_113,0.0
Am-ATC-3_116,Am-ATC-3_114,0.0
Am-ATC-3_116,Am-ATC-3_115,0.5
Am-ATC-3_116,Am-ATC-3_116,1.0
